nobs,total_pnl,mean_daily_pnl,vol_daily_pnl,annualized_pnl,annualized_vol,sharpe,max_drawdown,avg_abs_position,annual_turnover,hit_ratio
3252,2250927.7898210483,692.1672170421427,106750.9298780468,174426.13869461996,1694618.476093239,0.10292944468346688,-4240165.113730245,0.5810021518598217,7.824162311712266,0.29274292742927427
