gross_pnl,carry_rolldown_pnl,market_move_pnl,transaction_cost,net_pnl,carry_share_of_gross,market_share_of_gross
2755927.78982105,-999689.2694706643,3755617.0592917125,505000.0,2250927.78982105,-0.3627414597592112,1.3627414597592105
