window_days,step_days,pct_strong,pct_moderate,pct_weak,pct_none,avg_beta,beta_std,avg_half_life_days,median_half_life_days
252,5,0.033277870216306155,0.09650582362728785,0.09816971713810316,0.7720465890183028,0.6948137766326502,0.3317187478492049,30.152717425418402,17.312395755320612
