strategy,n_days,total_net_pnl_bp,annualized_mean_bp,annualized_vol_bp,sharpe,max_drawdown_bp,avg_abs_position,avg_daily_turnover,active_days_pct,hit_ratio_active_days
inflation_expectations_gap,4008,-119.8883892484676,-7.537892737179101,11.254201259115938,-0.6697847820229255,-133.56066060257294,0.021852414810833658,0.002630452054192918,0.2446994262908456,0.49133537206931704
inflation_persistence_gap,4008,-57.92513133154985,-3.6419992753369668,6.476871321018391,-0.562308419424383,-65.24802366409598,0.007620429222900004,0.0009297977362791181,0.10725866799700673,0.43488372093023253
