horizon_days,n_days,total_net_pnl_bp,annualized_mean_bp,annualized_vol_bp,sharpe,max_drawdown_bp,avg_abs_position,avg_daily_turnover,active_days_pct,hit_ratio_active_days
5,4008,-33.051360156403426,-2.0780795307918325,4.964579953325205,-0.41858113885344206,-35.805292161188504,0.00973488340253311,0.001279600479170376,0.24370167123971065,0.49027635619242577
21,4008,-119.8883892484676,-7.537892737179101,11.254201259115938,-0.6697847820229255,-133.56066060257294,0.021852414810833658,0.002630452054192918,0.2446994262908456,0.49133537206931704
63,4008,-92.41796006972889,-5.810710064264391,17.236334546577975,-0.33711982373990435,-114.7077189569728,0.030401000646448746,0.003076906223956897,0.21576452980793215,0.5121387283236994
