year,nobs,total_pnl,mean_daily_pnl,vol_daily_pnl,annualized_pnl,annualized_vol,sharpe,max_drawdown,avg_abs_position,annual_turnover,hit_ratio
2013,233,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2014,248,-0.5815580706007353,-0.002344992220164255,0.10390267526680268,-0.5909380394813922,1.6494038358615697,-0.35827371480115083,-1.7326145548983425,0.5846774193548387,11.17741935483871,0.27419354838709675
2015,246,2.395633198235758,0.0097383463342917,0.11505606178131442,2.4540632762415084,1.826458357823047,1.3436185203622724,-1.6935874920115614,0.5813008130081301,20.48780487804878,0.32113821138211385
2016,249,0.7492206922662883,0.003008918442836499,0.12522902283618714,0.7582474475947978,1.9879491081130782,0.3814219612062963,-2.521352556816737,0.5261044176706827,5.0602409638554215,0.28112449799196787
2017,246,0.9997037807956642,0.0040638365072994485,0.05003618363937224,1.024086799839461,0.7942997907872263,1.289295064303736,-0.8773459730418094,0.3983739837398374,13.317073170731708,0.22764227642276422
2018,244,2.1169899710234463,0.008676188405833797,0.13579483376909046,2.1863994782701166,2.1556761568822154,1.0142522898394613,-1.6328853016515614,0.7868852459016393,14.459016393442623,0.39344262295081966
2019,248,-0.004787441019374228,-1.9304197658767046e-05,0.06874444967508117,-0.004864657810009295,1.0912843071375586,-0.004457736428712426,-1.0449183485457638,0.8145161290322581,4.064516129032258,0.39919354838709675
2020,249,-1.37537638274482,-0.005523599930702088,0.16574800337556425,-1.3919471825369263,2.631167983423424,-0.5290225448570022,-3.6279507423979718,0.43775100401606426,5.0602409638554215,0.2248995983935743
2021,247,-1.0191700342493855,-0.0041261944706452855,0.12663774755689794,-1.039801006602612,2.010311919773576,-0.517233667260813,-3.621468977010794,0.6720647773279352,6.1214574898785425,0.3117408906882591
2022,250,0.3101958065994699,0.0012407832263978795,0.10151029198988779,0.3126773730522656,1.6114259287127701,0.19403769511269855,-3.8108884515061696,0.5,9.072,0.252
2023,248,2.3732267307414148,0.009569462623957317,0.07968157945266847,2.411504581237244,1.2649058598275698,1.9064696099723792,-2.8244326661799573,0.5241935483870968,11.17741935483871,0.2862903225806452
2024,251,-3.7066028533150446,-0.01476734204507986,0.10605875252967083,-3.7213701953601244,1.6836305013315094,-2.2103247668755444,-4.184865138793594,0.7131474103585658,1.00398406374502,0.2868525896414343
2025,250,0.3318581773260847,0.0013274327093043387,0.10710542445599089,0.33451304274469335,1.7002459030594042,0.19674391930177523,-3.8150056224190116,0.908,2.016,0.5
2026,43,-0.33840578523771825,-0.007869901982272517,0.08245180479826136,-1.9832152995326744,1.3088818238678503,-1.5151981358195614,-4.240165113730244,1.0,0.0,0.46511627906976744
