date,beta,tstat,r2
2020-10-06,-0.16679895693603147,-4.192449182972161,0.02278014841940723
2020-10-07,-0.16928147144293978,-4.242790720498238,0.02331767281381414
2020-10-08,-0.17174678555056977,-4.289084868750614,0.023817113346799035
2020-10-09,-0.17325976467456972,-4.312542534792741,0.02407205630610676
2020-10-13,-0.17334570561929225,-4.3039301403983234,0.02397830889102004
2020-10-14,-0.17247660884371144,-4.268544324241907,0.023594907595142822
2020-10-15,-0.17394721142043995,-4.295183493790727,0.023883273548025885
2020-10-16,-0.17392564040311442,-4.283756865211838,0.023759382752597147
2020-10-19,-0.17361220174980904,-4.269473964260216,0.023604943491165598
2020-10-20,-0.17280616966997564,-4.241897882377005,0.02330808878287005
2020-10-21,-0.1733073668293334,-4.255932758290487,0.023458955484476074
2020-10-22,-0.1725226572735933,-4.230913650234261,0.02319032996308934
2020-10-23,-0.17187357645090195,-4.21201295531162,0.022988349607200642
2020-10-26,-0.1719466057471788,-4.209625697811574,0.022962896821396295
2020-10-27,-0.17170249415817118,-4.213588546462333,0.023005155636499297
2020-10-28,-0.17075536329706742,-4.2016291475667495,0.022877733599669048
2020-10-29,-0.17092331389525917,-4.21107848277053,0.022978384760353188
2020-10-30,-0.16683399887154582,-4.173589596634227,0.02258027544750596
2020-11-03,-0.167164415001089,-4.18644855147414,0.022716465148147957
2020-11-04,-0.16850512184927596,-4.222310338701229,0.023098289774360903
2020-11-05,-0.170074472877434,-4.263524432623466,0.02354074973440734
2020-11-06,-0.17133985078422492,-4.292397923174233,0.023853044069642504
2020-11-09,-0.17306478997644828,-4.334021938818203,0.02430660098552162
2020-11-10,-0.1738065949601733,-4.350555487985236,0.024487855771967104
2020-11-11,-0.17560478926876621,-4.397425427615751,0.02500506458359153
2020-11-12,-0.17718126197770884,-4.440291714240748,0.025482458231385063
2020-11-13,-0.17794958468822136,-4.458321111703529,0.025684490832402984
2020-11-16,-0.17939933177340373,-4.494294481684029,0.026089792367955944
2020-11-17,-0.18136694787158653,-4.550087619576134,0.026724163194801087
