date,spread_obs,fair_value,mispricing,n_train,mispricing_mean_roll,mispricing_std_roll,mispricing_z,position,next_date,calendar_days_to_next,rolldown_change_1d,spread_change_1d,market_move_change_1d,spread_change_1d_bps,rolldown_change_1d_bps,market_move_change_1d_bps,position_lag1,gross_pnl,carry_rolldown_pnl,market_move_pnl,turnover,transaction_cost,net_pnl,equity_gross,equity_net,carry_rolldown_equity,market_move_equity,running_max,drawdown,fwd_1y1y,fwd_5y5y,spread_from_forward_file,pvalue_coint,coint_stat,alpha,beta,resid_std,half_life_days,cointegration_regime,cointegrated_5pct,cointegrated_5pct_smooth
2013-02-13,2.095245963036673,1.3812035957072155,-0.7140423673294574,756,,,,0.0,2013-02-14,1.0,0.0186098619916688,0.0225142682465087,0.0039044062548398,2.25142682465087,1.8609861991668808,0.3904406254839898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.025462180623766,10.59015602175586,1.564693841132094,,,,,,,,,
2013-02-14,2.078222505280669,1.48843033720479,-0.5897921680758791,756,,,,0.0,2013-02-15,1.0,0.004492698438538,-0.0170234577560037,-0.0215161561945418,-1.702345775600378,0.4492698438538056,-2.151615619454184,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.031805913864345,10.566189066718469,1.534383152854126,,,,,,,,,
2013-02-15,1.6527583693859214,1.699922991043152,0.0471646216572305,756,,,,0.0,2013-02-18,3.0,0.0040256234943711,-0.4254641358947477,-0.4294897593891189,-42.54641358947477,0.4025623494371189,-42.94897593891189,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02992886999816,10.389681355218606,1.3597524852204457,,,,,,,,,
2013-02-18,1.4554401750336723,1.649264911858513,0.1938247368248407,756,,,,0.0,2013-02-19,1.0,0.0082838478321569,-0.197318194352249,-0.205602042184406,-19.731819435224907,0.8283847832156965,-20.560204218440603,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.211889500995872,10.371449896628684,1.159560395632809,,,,,,,,,
2013-02-19,1.4432756046265816,1.7093178561990925,0.2660422515725109,756,,,,0.0,2013-02-20,1.0,0.0019066482521683,-0.0121645704070907,-0.014071218659259,-1.2164570407090736,0.1906648252168352,-1.4071218659259088,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.19610247245033,10.381268112315766,1.1851656398654369,,,,,,,,,
2013-02-20,1.523845677429513,1.749454182849759,0.2256085054202459,756,,,,0.0,2013-02-21,1.0,0.0024165788466969,0.0805700728029314,0.0781534939562345,8.05700728029315,0.2416578846696992,7.81534939562345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.124532252902709,10.314652259418256,1.1901200065155493,,,,,,,,,
2013-02-21,1.5389621869326575,1.7378526261882496,0.1988904392555921,756,,,,0.0,2013-02-22,1.0,0.0024828787657416,0.0151165095031444,0.0126336307374028,1.511650950314447,0.2482878765741603,1.2633630737402868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.112631694469496,10.33470670438792,1.222075009918422,,,,,,,,,
2013-02-22,1.3657929100554078,1.7611694735584882,0.3953765635030803,756,,,,0.0,2013-02-25,3.0,0.0025008575265772,-0.1731692768772497,-0.1756701344038269,-17.31692768772497,0.2500857526577249,-17.567013440382695,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23858631506409,10.24419745286238,1.00561113779829,,,,,,,,,
2013-02-25,1.3654138823792523,1.745800186267094,0.3803863038878416,756,,,,0.0,2013-02-26,1.0,0.0069612106322392,-0.0003790276761554,-0.0073402383083946,-0.0379027676155496,0.6961210632239201,-0.7340238308394698,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.172484796280369,10.197733987146274,1.0252491908659067,,,,,,,,,
2013-02-26,1.395058791313918,1.837174569402064,0.4421157780881459,756,,,,0.0,2013-02-27,1.0,0.0024843441936326,0.0296449089346657,0.0271605647410331,2.964490893466576,0.2484344193632637,2.716056474103312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.133354032194152,10.213503603026927,1.080149570832777,,,,,,,,,
2013-02-27,1.4924311387571016,1.7651263673201592,0.2726952285630575,756,,,,0.0,2013-02-28,1.0,0.0023520964262946,0.0973723474431835,0.0950202510168889,9.737234744318355,0.2352096426294636,9.502025101688892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.084103716746885,10.319495495326848,1.2353917785799648,,,,,,,,,
2013-02-28,1.502969977915079,1.793019064980956,0.2900490870658772,756,,,,0.0,2013-03-01,1.0,0.0041966529530359,0.0105388391579772,0.0063421862049413,1.0538839157977264,0.4196652953035951,0.6342186204941314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.124231024248752,10.303656595652775,1.1794255714040247,,,,,,,,,
2013-03-01,1.49627075256873,1.795044643767134,0.2987738911984039,756,,,,0.0,2013-03-04,3.0,0.0043273746834326,-0.0066992253463489,-0.0110266000297816,-0.6699225346348925,0.4327374683432694,-1.102660002978162,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.046682688602914,10.233848732830108,1.187166044227194,,,,,,,,,
2013-03-04,1.418012788975643,1.812384654938913,0.39437186596327,756,,,,0.0,2013-03-05,1.0,0.0082328592270197,-0.0782579635930869,-0.0864908228201066,-7.82579635930869,0.8232859227019773,-8.649082282010667,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.087920136683492,10.182865199844194,1.0949450631607025,,,,,,,,,
2013-03-05,1.2938340197302232,1.7161391251759206,0.4223051054456974,756,,,,0.0,2013-03-06,1.0,0.0031672228994139,-0.1241787692454199,-0.1273459921448338,-12.417876924541993,0.3167222899413957,-12.734599214483389,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.068897101573748,10.017156954951025,0.9482598533772766,,,,,,,,,
2013-03-06,1.2222391705298818,1.851681505146262,0.6294423346163802,756,,,,0.0,2013-03-07,1.0,0.0038557291265561,-0.0715948492003413,-0.0754505783268975,-7.159484920034132,0.3855729126556184,-7.54505783268975,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.102864381581144,9.971956450526465,0.8690920689453208,,,,,,,,,
2013-03-07,1.1600404183275117,1.7339510189587202,0.5739106006312085,756,,,,0.0,2013-03-08,1.0,0.002848078795937,-0.0621987522023701,-0.0650468309983072,-6.2198752202370144,0.284807879593707,-6.5046830998307215,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.241213351805166,10.066774499738584,0.8255611479334188,,,,,,,,,
