date,spread_obs,fair_value,mispricing,n_train,mispricing_mean_roll,mispricing_std_roll,mispricing_z,position,next_date,calendar_days_to_next,rolldown_change_1d,spread_change_1d,market_move_change_1d,spread_change_1d_bps,rolldown_change_1d_bps,market_move_change_1d_bps,position_lag1,gross_pnl,carry_rolldown_pnl,market_move_pnl,turnover,transaction_cost,net_pnl,equity_gross,equity_net,carry_rolldown_equity,market_move_equity,running_max,drawdown
2013-02-06,2.1870147140283134,1.5216427845396907,-0.6653719294886227,756,,,,0.0,2013-02-07,1.0,0.00392624846670131,-0.12386830078379063,-0.12779454925049194,-12.386830078379063,0.392624846670131,-12.779454925049194,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-07,2.148162127676745,1.5679939655017676,-0.5801681621749772,756,,,,0.0,2013-02-08,1.0,0.0038756310401169003,-0.03885258635156852,-0.04272821739168542,-3.885258635156852,0.38756310401169003,-4.272821739168542,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-08,2.072731694790164,1.4332387884467948,-0.6394929063433694,756,,,,0.0,2013-02-13,5.0,0.0033365945876866476,-0.07543043288658069,-0.07876702747426734,-7.543043288658069,0.33365945876866476,-7.876702747426734,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-13,2.095245963036673,1.3812035957072155,-0.7140423673294574,756,,,,0.0,2013-02-14,1.0,0.018609861991668808,0.022514268246508706,0.0039044062548398983,2.2514268246508706,1.8609861991668808,0.39044062548398983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-14,2.078222505280669,1.48843033720479,-0.5897921680758791,756,,,,0.0,2013-02-15,1.0,0.004492698438538056,-0.01702345775600378,-0.021516156194541836,-1.702345775600378,0.44926984385380564,-2.1516156194541836,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-15,1.6527583693859214,1.699922991043152,0.047164621657230565,756,,,,0.0,2013-02-18,3.0,0.004025623494371189,-0.42546413589474774,-0.42948975938911893,-42.546413589474774,0.4025623494371189,-42.94897593891189,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-18,1.4554401750336723,1.649264911858513,0.1938247368248407,756,,,,0.0,2013-02-19,1.0,0.008283847832156965,-0.19731819435224907,-0.20560204218440603,-19.731819435224907,0.8283847832156965,-20.560204218440603,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-19,1.4432756046265816,1.7093178561990925,0.26604225157251093,756,,,,0.0,2013-02-20,1.0,0.0019066482521683525,-0.012164570407090736,-0.014071218659259088,-1.2164570407090736,0.19066482521683525,-1.4071218659259088,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-20,1.523845677429513,1.749454182849759,0.2256085054202459,756,,,,0.0,2013-02-21,1.0,0.002416578846696993,0.08057007280293149,0.0781534939562345,8.05700728029315,0.24165788466969929,7.81534939562345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-21,1.5389621869326575,1.7378526261882496,0.19889043925559213,756,,,,0.0,2013-02-22,1.0,0.002482878765741603,0.01511650950314447,0.012633630737402868,1.511650950314447,0.2482878765741603,1.2633630737402868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-22,1.3657929100554078,1.7611694735584882,0.39537656350308037,756,,,,0.0,2013-02-25,3.0,0.0025008575265772492,-0.1731692768772497,-0.17567013440382695,-17.31692768772497,0.2500857526577249,-17.567013440382695,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-25,1.3654138823792523,1.745800186267094,0.38038630388784167,756,,,,0.0,2013-02-26,1.0,0.006961210632239201,-0.0003790276761554967,-0.007340238308394698,-0.03790276761554967,0.6961210632239201,-0.7340238308394698,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-26,1.395058791313918,1.837174569402064,0.44211577808814595,756,,,,0.0,2013-02-27,1.0,0.002484344193632637,0.02964490893466576,0.027160564741033122,2.964490893466576,0.24843441936326371,2.716056474103312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
