date,fwd_1y1y,fwd_5y5y,spread_5y5y_minus_1y1y,ipca_mom,ipca_12m,ipca_3m_saar,release_date_x,ibc_br_sa_level,release_date_y,available_date,focus_ipca_12m,focus_ipca_12m_chg_5d,focus_ipca_12m_chg_21d,inflation_expectations_gap,inflation_persistence_gap,spread_chg_5d,spread_chg_21d,ibc_br_sa_3m_change
2010-03-12,12.404931293038102,12.65403814667514,0.2491068536370377,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.04033,2010-02-15,2010-03-12,5.31,0.4899999999999993,0.5599999999999996,0.4784281269977946,-2.5581752178522583,-0.37885501846091085,-0.654859318383494,0.0
2010-03-15,12.38800226458434,12.572309581663932,0.1843073170795914,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-15,4.8,-0.16000000000000014,0.21999999999999975,-0.03157187300220521,-3.068175217852258,-0.4282271561520067,-0.7462967340698494,0.9029699999999963
2010-03-16,12.447557597317193,12.534074735940347,0.0865171386231544,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-16,5.36,0.9199999999999999,0.8700000000000001,0.5284281269977953,-2.5081752178522576,-0.4060345293112722,-1.025261902724294,0.9029699999999963
2010-03-17,12.416409603534184,12.582629371909992,0.1662197683758073,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-17,4.56,0.040000000000000036,0.05999999999999961,-0.2715718730022054,-3.3081752178522583,-0.186449809646728,-1.0596993932101348,0.9029699999999963
2010-03-18,12.35066967125773,12.658449740661323,0.307780069403595,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-18,4.52,0.2599999999999998,-0.13000000000000078,-0.31157187300220546,-3.3481752178522584,0.020834496782473566,-0.9379721592889929,0.0
2010-03-19,12.487021868851755,12.772369898650004,0.28534802979825,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-19,4.39,-0.9199999999999999,0.1200000000000001,-0.44157187300220535,-3.4781752178522582,0.036241176161212335,-0.9236159280378455,0.0
2010-03-22,12.54157393051374,12.798683508326024,0.2571095778122867,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-22,5.47,0.6699999999999999,1.1799999999999997,0.6384281269977947,-2.398175217852258,0.07280226073269533,-0.9704636674298985,0.0
2010-03-23,12.516016370173212,12.714530147622336,0.1985137774491256,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-23,4.62,-0.7400000000000002,0.03000000000000025,-0.21157187300220492,-3.248175217852258,0.1119966388259712,-0.9945322826563584,0.0
2010-03-24,12.575617497344728,12.660544144406138,0.0849266470614118,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-24,4.36,-0.1999999999999993,-0.15999999999999925,-0.4715718730022047,-3.5081752178522576,-0.08129312131439549,-0.9095226230413598,0.0
2010-03-25,12.597206798039684,12.50658017588211,-0.0906266221575737,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-25,5.22,0.7000000000000002,0.5800000000000001,0.3884281269977947,-2.648175217852258,-0.3984066915611687,-1.14668877213213,0.0
2010-03-26,12.557047070757951,12.509720257139968,-0.0473268136179854,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-26,4.44,0.05000000000000071,-0.35999999999999943,-0.39157187300220464,-3.4281752178522575,-0.33267484341623543,-0.9809462185920362,0.0
2010-03-29,12.518580095810815,12.428656112667458,-0.0899239831433575,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-29,5.48,0.010000000000000675,0.5600000000000005,0.6484281269977954,-2.3881752178522575,-0.3470335609556442,-0.9614418819560163,0.0
2010-03-30,12.448066713368622,12.400955896651844,-0.0471108167167777,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-30,4.65,0.03000000000000025,0.25,-0.18157187300220468,-3.2181752178522576,-0.2456245941659033,-0.9130132797729775,0.0
2010-03-31,12.483573633730138,12.420422120444671,-0.0631515132854652,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-03-31,4.72,0.35999999999999943,0.02999999999999936,-0.11157187300220528,-3.148175217852258,-0.14807816034687699,-0.8255216021521239,0.0
2010-04-01,12.476804157501276,12.525394425822922,0.0485902683216465,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-04-01,4.37,-0.8499999999999996,-0.04999999999999982,-0.4615718730022049,-3.498175217852258,0.1392168904792202,-0.5710848281678765,0.0
2010-04-05,12.44179795607716,12.397090345315664,-0.0447076107614954,0.78,4.831571873002205,7.868175217852258,2010-03-10,94.9433,2010-03-15,2010-04-02,4.37,-0.07000000000000028,0.009999999999999787,-0.4615718730022049,-3.498175217852258,0.002619202856489998,-0.6268632804847343,0.0
